0.031209055	NaN
0.029177606	NaN
0.030791475	NaN
0.033983447	NaN
0.036792014	NaN
0.039423235	NaN
0.038304346	NaN
0.029486054	NaN
0.025286303	NaN
0.023192466	NaN
0.019564786	NaN
0.019860815	NaN
0.028083605	NaN
0.030600491	NaN
0.030546101	NaN
0.026458206	NaN
0.023022228	NaN
0.021971086	NaN
0.020301768	NaN
0.017877045	NaN
0.016774399	NaN
0.016477699	NaN
0.016965055	NaN
0.016694193	NaN
0.017677784	NaN
0.017933403	NaN
0.014074488	NaN
0.012746616	NaN
0.015404654	NaN
0.016080681	NaN
0.019440441	NaN
0.019298385	NaN
0.01500494	NaN
0.009964605	NaN
0.007351425	NaN
0.010242692	NaN
0.0067589	NaN
0.011085332	NaN
0.00780539	NaN
0.00802985	NaN
0.008549891	NaN
0.009228776	NaN
0.007050463	NaN
0.012466635	NaN
0.019081944	-0.049753101
0.02391947	0.242517795
0.025727856	0.443860073
0.028420932	0.325866046
0.025349176	0.177662123
0.026112086	0.286483964
0.034426463	0.392760027
0.028953261	0.115717466
0.02748462	0.032014564
0.026837419	0.156363883
0.025161802	0.390979951
0.024564144	0.15851055
0.03010882	0.254747885
0.030936863	0.455405959
0.041454751	0.572102577
0.04813945	0.713053381
0.053020942	0.647011004
0.073501324	0.708607726
0.090382888	1.407692807
0.082076379	1.224119641
0.067139567	0.817666329
0.070007211	0.406415325
0.073086395	0.799746972
0.066921965	0.732210912
0.065901098	0.290651173
0.066059843	0.449773431
0.074249676	0.622430701
0.076560644	0.462565473
0.082448359	0.291330289
0.085659937	0.399773514
0.089051842	0.473459164
0.092944781	0.335546392
0.086807664	0.112778108
0.082838949	-0.074587166
0.087597341	-0.157445978
0.086527106	0.023956017
0.090607124	-0.025854596
0.09145269	-0.06910686
0.084270392	-0.067893625
0.071690279	-0.386437013
0.095961713	-0.193950821
0.07969477	-0.369555054
0.061462987	-0.456833865
0.062915978	-0.443635953
0.058386445	-0.481991852
0.059880603	-0.637289044
0.074197495	-0.312170147
0.082897099	-0.453908353
0.089876813	-0.43684182
0.102360703	-0.336367074
0.101615832	-0.336357296
0.091832608	-0.367400206
0.081457206	-0.472081418
0.068409177	-0.524764521
0.066484392	-0.396437519
0.066169005	-0.474071927
0.055495721	-0.344075636
0.054509075	-0.313887956
0.060584971	-0.173486858
0.054298394	-0.198024148
0.058762109	-0.193005086
0.060898219	-0.047604136
0.062700157	-0.030254964
0.064610123	-0.00439244
0.065126279	-0.088472389
0.06723421	-0.047493964
0.066309757	0.124770613
0.057543204	0.015657271
0.042441319	-0.012021475
0.03209387	-0.131268228
0.043949131	-0.022476807
0.048975991	0.06349233
0.042114718	0.061411366
0.039116712	0.039852832
0.038361627	0.109507754
0.031623362	0.043282109
0.030511083	0.06943727
0.029922246	0.088056418
0.029885612	0.23691718
0.024876342	0.17958867
0.017770124	0.223186814
0.020874833	0.348882978
